composition,band_gap,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
Ga0.99As0.99Zn0.01Se0.01,1.39,30.0,34.0,4.0,32.0,1.01,31.0,69.0,89.0,20.0,79.0,5.05,74.0,65.38,78.96,13.579999999999998,72.32077699999999,2.641207,69.723,302.91,1090.0,787.0899999999999,695.42385,390.6303885,302.91,12.0,16.0,4.0,14.0,1.01,13.0,4.0,4.0,0.0,4.0,0.0,4.0,119.0,122.0,3.0,120.505,1.495,119.0,1.65,2.55,0.8999999999999999,1.9960500000000003,0.18765,1.81,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,1.01,1.0,10.0,10.0,0.0,10.000000000000002,1.7763568394002505e-15,10.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,4.0,14.0,1.01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.97,1.0196999999999998,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.97,1.0196999999999998,3.0,13.96,25.92,11.96,20.5104875,1.7019624999999994,18.8575,0.0,0.799,0.799,0.003995,0.00795005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,194.0,180.0,114.89,51.39,64.0
Cd3As2,0.64,33.0,48.0,15.0,42.0,7.2,48.0,70.0,84.0,14.0,75.6,6.719999999999999,70.0,74.9216,112.411,37.4894,97.41524,17.994912000000003,112.411,594.22,1090.0,495.78,792.5319999999999,237.9744,594.22,12.0,15.0,3.0,13.2,1.44,12.0,4.0,5.0,1.0,4.6,0.4800000000000001,5.0,119.0,144.0,25.0,134.0,12.0,144.0,1.69,2.18,0.4900000000000002,1.886,0.2352,1.69,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.2,1.44,0.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,15.0,3.0,13.2,1.44,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.2,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.2,1.44,0.0,19.495,22.175,2.68,20.567,1.2863999999999998,19.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,194.0,28.0,182.8,13.439999999999998,194.0
Sb2Se3,1.3,34.0,51.0,17.0,40.8,8.16,34.0,85.0,89.0,4.0,87.4,1.9199999999999988,89.0,78.96,121.76,42.80000000000001,96.08,20.544000000000004,78.96,494.0,903.78,409.78,657.912,196.6944,494.0,15.0,16.0,1.0,15.6,0.4800000000000001,16.0,4.0,5.0,1.0,4.4,0.4800000000000001,4.0,120.0,139.0,19.0,127.6,9.12,120.0,2.05,2.55,0.5,2.35,0.2399999999999999,2.55,2.0,2.0,0.0,2.0,0.0,2.0,3.0,4.0,1.0,3.6,0.48,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,1.0,15.6,0.4800000000000001,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.4,0.48,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.4,0.48,2.0,25.92,31.56,5.639999999999997,28.176,2.707199999999998,25.92,0.0,0.799,0.799,0.4794,0.38352,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,166.0,152.0,74.8,72.96,14.0
Ce2Ge2Se7,1.1,32.0,58.0,26.0,38.0,7.272727272727272,34.0,15.0,89.0,74.0,73.72727272727273,21.355371900826444,89.0,72.64,140.116,67.47600000000001,88.93018181818182,18.61302479338844,78.96,494.0,1211.4,717.4000000000001,729.3454545454546,299.5305785123967,494.0,3.0,16.0,13.0,13.272727272727272,3.735537190082644,16.0,4.0,6.0,2.0,4.363636363636363,0.5950413223140494,4.0,120.0,204.0,84.0,135.27272727272728,24.99173553719009,120.0,1.12,2.55,1.4299999999999995,2.191818181818182,0.4558677685950412,2.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.909090909090909,1.3884297520661155,4.0,1.0,10.0,9.0,8.363636363636363,2.6776859504132235,10.0,0.0,1.0,1.0,0.1818181818181818,0.2975206611570247,0.0,4.0,16.0,12.0,13.454545454545457,3.4380165289256195,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.7272727272727273,2.0,0.0,9.0,9.0,1.6363636363636365,2.677685950413223,0.0,0.0,13.0,13.0,2.363636363636364,3.8677685950413214,0.0,2.0,22.0,20.0,6.0,5.818181818181818,2.0,23.005,37.24,14.235000000000005,27.44818181818182,3.5606611570247937,25.92,0.0,0.799,0.799,0.5780909090909091,0.2811570247933884,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,225.0,211.0,85.0909090909091,90.4793388429752,14.0
Zn1As2,0.91,30.0,33.0,3.0,32.0,1.3333333333333333,33.0,69.0,84.0,15.0,79.0,6.666666666666667,84.0,65.38,74.9216,9.541600000000004,71.74106666666667,4.240711111111111,74.9216,692.68,1090.0,397.3200000000001,957.56,176.5866666666667,1090.0,12.0,15.0,3.0,14.0,1.3333333333333333,15.0,4.0,4.0,0.0,4.0,0.0,4.0,119.0,122.0,3.0,120.0,1.3333333333333333,119.0,1.65,2.18,0.5300000000000002,2.0033333333333334,0.2355555555555556,2.18,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,2.0,1.3333333333333333,3.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,15.0,3.0,14.0,1.3333333333333333,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.3333333333333333,3.0,13.96,22.175,8.215,19.436666666666667,3.651111111111111,22.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,194.0,28.0,175.33333333333334,12.444444444444448,166.0
Na1Bi1S2,0.38,11.0,83.0,72.0,31.5,25.75,16.0,2.0,88.0,86.0,66.0,32.0,88.0,22.98976928,208.9804,185.99063072,74.02504232,67.47767884000001,32.065,370.87,544.4,173.52999999999997,422.9975,60.70124999999999,388.36,1.0,16.0,15.0,12.0,5.5,16.0,3.0,6.0,3.0,3.75,1.125,3.0,105.0,166.0,61.0,131.0,26.0,105.0,0.93,2.58,1.65,2.0275,0.5525,2.58,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.75,1.375,4.0,0.0,10.0,10.0,2.5,3.75,0.0,0.0,14.0,14.0,3.5,5.25,0.0,1.0,29.0,28.0,10.5,9.25,6.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,3.0,3.0,1.75,0.875,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,0.5,2.0,25.786875,32.95,7.163125000000004,28.441770833325,2.6548958333250017,25.786875,0.0,2.202,2.202,1.101,1.101,2.202,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,95.25,66.875,70.0
Hg0.25Zn0.75Te1,1.37,30.0,80.0,50.0,47.25,12.9375,52.0,69.0,90.0,21.0,79.75,10.25,90.0,65.38,200.59,135.21,113.39125,36.0084375,127.6,234.32,722.66,488.34,650.375,104.01374999999996,722.66,12.0,16.0,4.0,14.0,2.0,16.0,4.0,6.0,2.0,4.75,0.5625,5.0,122.0,138.0,16.0,131.25,6.9375,138.0,1.65,2.1,0.4500000000000002,1.91875,0.2015625000000001,2.1,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,1.75,3.0625,0.0,12.0,26.0,14.0,15.75,2.8125,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,13.96,34.7633333333,20.8033333333,25.7713649425125,8.991968390787498,34.7633333333,0.0,0.464,0.464,0.232,0.232,0.464,0.0,0.0,0.0,0.0,0.0,0.0,152.0,194.0,42.0,169.5,18.375,152.0
As2Te3,1.75,33.0,52.0,19.0,44.4,9.12,52.0,84.0,90.0,6.0,87.6,2.880000000000001,90.0,74.9216,127.6,52.6784,106.52864,25.285632,127.6,722.66,1090.0,367.34,869.5959999999999,176.3232,722.66,15.0,16.0,1.0,15.6,0.4800000000000001,16.0,4.0,5.0,1.0,4.6,0.4800000000000001,5.0,119.0,138.0,19.0,130.4,9.12,138.0,2.1,2.18,0.08,2.132,0.0384,2.1,2.0,2.0,0.0,2.0,0.0,2.0,3.0,4.0,1.0,3.6,0.48,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,1.0,15.6,0.4800000000000001,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.4,0.48,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.4,0.48,2.0,22.175,34.7633333333,12.588333333299996,29.72799999998,6.0423999999839975,34.7633333333,0.0,0.464,0.464,0.2784,0.2227199999999999,0.464,0.0,0.0,0.0,0.0,0.0,0.0,152.0,166.0,14.0,157.6,6.719999999999999,152.0
Eu7Ga6Sb8,0.6,31.0,63.0,32.0,49.285714285714285,10.448979591836736,51.0,25.0,85.0,60.0,61.85714285714285,24.571428571428573,85.0,69.723,151.964,82.241,116.96028571428572,26.992734693877548,121.76,302.91,1095.0,792.0899999999999,795.842857142857,281.675918367347,903.78,3.0,15.0,12.0,10.428571428571429,4.9523809523809526,15.0,4.0,6.0,2.0,5.047619047619048,0.6349206349206349,5.0,122.0,198.0,76.0,153.8095238095238,29.46031746031745,139.0,1.185,2.05,0.8649999999999998,1.693095238095238,0.3387301587301587,2.05,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.4285714285714286,1.1972789115646258,3.0,0.0,10.0,10.0,6.666666666666667,4.444444444444445,10.0,0.0,7.0,7.0,2.333333333333333,3.1111111111111107,0.0,9.0,15.0,6.0,12.428571428571429,2.2857142857142856,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.571428571428572,1.7142857142857142,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,2.333333333333333,3.1111111111111107,0.0,3.0,7.0,4.0,4.904761904761905,1.4512471655328798,3.0,18.8575,36.46,17.6025,29.56404761904762,6.118027210884352,31.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,229.0,165.0,157.85714285714286,53.63265306122449,166.0
Cr1Si2,1.3,14.0,24.0,10.0,17.333333333333332,4.444444444444444,14.0,49.0,78.0,29.0,68.33333333333333,12.888888888888893,78.0,28.0855,51.9961,23.9106,36.0557,10.626933333333334,28.0855,1687.0,2180.0,493.0,1851.3333333333333,219.1111111111111,1687.0,6.0,14.0,8.0,11.333333333333334,3.555555555555556,14.0,3.0,4.0,1.0,3.333333333333333,0.4444444444444445,3.0,111.0,139.0,28.0,120.33333333333331,12.444444444444445,111.0,1.66,1.9,0.24,1.82,0.1066666666666666,1.9,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,2.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,0.0,5.0,5.0,1.6666666666666667,2.222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,4.666666666666667,0.888888888888889,4.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,0.0,5.0,5.0,1.6666666666666667,2.222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,4.666666666666667,0.888888888888889,4.0,11.19,20.44,9.250000000000002,17.356666666666666,4.1111111111111125,20.44,0.0,0.773,0.773,0.5153333333333333,0.3435555555555556,0.773,0.0,0.0,0.0,0.0,0.0,0.0,227.0,229.0,2.0,227.66666666666663,0.8888888888888857,227.0
Pb1S1,0.41,16.0,82.0,66.0,49.0,33.0,16.0,81.0,88.0,7.0,84.5,3.5,81.0,32.065,207.2,175.135,119.6325,87.5675,32.065,388.36,600.61,212.25,494.485,106.125,388.36,14.0,16.0,2.0,15.0,1.0,14.0,3.0,6.0,3.0,4.5,1.5,3.0,105.0,146.0,41.0,125.5,20.5,105.0,2.33,2.58,0.25,2.455,0.125,2.33,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,14.0,14.0,7.0,7.0,0.0,6.0,28.0,22.0,17.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,1.0,2.0,25.786875,28.11,2.323125000000001,26.9484375,1.1615625000000005,25.786875,0.0,2.202,2.202,1.101,1.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,225.0,155.0,147.5,77.5,70.0
Zn1Se1,2.71,30.0,34.0,4.0,32.0,2.0,30.0,69.0,89.0,20.0,79.0,10.0,69.0,65.38,78.96,13.579999999999998,72.16999999999999,6.789999999999999,65.38,494.0,692.68,198.67999999999995,593.3399999999999,99.33999999999996,494.0,12.0,16.0,4.0,14.0,2.0,12.0,4.0,4.0,0.0,4.0,0.0,4.0,120.0,122.0,2.0,121.0,1.0,120.0,1.65,2.55,0.8999999999999999,2.1,0.4499999999999999,1.65,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,0.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,4.0,14.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,13.96,25.92,11.96,19.94,5.98,13.96,0.0,0.799,0.799,0.3995,0.3995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,194.0,180.0,104.0,90.0,14.0
Os1Sb1S1,1.2,16.0,76.0,60.0,47.66666666666666,21.11111111111111,16.0,57.0,88.0,31.0,76.66666666666667,13.111111111111107,57.0,32.065,190.23,158.165,114.685,55.080000000000005,32.065,388.36,3306.0,2917.64,1532.7133333333331,1182.191111111111,388.36,8.0,16.0,8.0,13.0,3.333333333333333,8.0,3.0,6.0,3.0,4.666666666666667,1.111111111111111,3.0,105.0,144.0,39.0,129.33333333333334,16.222222222222218,105.0,2.05,2.58,0.5300000000000002,2.276666666666667,0.2022222222222223,2.05,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.333333333333333,1.5555555555555554,0.0,0.0,10.0,10.0,5.333333333333333,3.555555555555556,0.0,0.0,14.0,14.0,4.666666666666667,6.222222222222222,0.0,6.0,22.0,16.0,14.333333333333334,5.5555555555555545,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.6666666666666667,1.111111111111111,0.0,0.0,4.0,4.0,1.3333333333333333,1.7777777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,0.6666666666666666,2.0,14.09,31.56,17.47,23.812291666666667,6.481527777777777,14.09,0.0,2.202,2.202,0.734,0.9786666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,194.0,124.0,143.33333333333334,48.888888888888886,70.0
Cd1S1,2.44,16.0,48.0,32.0,32.0,16.0,16.0,70.0,88.0,18.0,79.0,9.0,70.0,32.065,112.411,80.346,72.238,40.173,32.065,388.36,594.22,205.86,491.29,102.93,388.36,12.0,16.0,4.0,14.0,2.0,12.0,3.0,5.0,2.0,4.0,1.0,3.0,105.0,144.0,39.0,124.5,19.5,105.0,1.69,2.58,0.8900000000000001,2.135,0.445,1.69,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,6.0,9.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,19.495,25.786875,6.291874999999997,22.6409375,3.1459374999999987,19.495,0.0,2.202,2.202,1.101,1.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,194.0,124.0,132.0,62.0,70.0
Sb2S3,1.92,16.0,51.0,35.0,30.0,16.8,16.0,85.0,88.0,3.0,86.8,1.4400000000000006,88.0,32.065,121.76,89.69500000000001,67.94300000000001,43.0536,32.065,388.36,903.78,515.42,594.528,247.4016,388.36,15.0,16.0,1.0,15.6,0.4800000000000001,16.0,3.0,5.0,2.0,3.8,0.96,3.0,105.0,139.0,34.0,118.6,16.32,105.0,2.05,2.58,0.5300000000000002,2.368,0.2544000000000001,2.58,2.0,2.0,0.0,2.0,0.0,2.0,3.0,4.0,1.0,3.6,0.48,4.0,0.0,10.0,10.0,4.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,9.0,9.6,4.32,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.4,0.48,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.4,0.48,2.0,25.786875,31.56,5.773125,28.096125,2.771100000000001,25.786875,0.0,2.202,2.202,1.3212,1.05696,2.202,0.0,0.0,0.0,0.0,0.0,0.0,70.0,166.0,96.0,108.4,46.08,70.0
K4Ge1P4Se12,2.0,15.0,34.0,19.0,27.428571428571427,7.945578231292517,34.0,3.0,89.0,86.0,71.0,25.904761904761905,89.0,30.973762,78.96,47.98623799999999,61.926107047619055,20.487676988662127,78.96,317.3,1211.4,894.1000000000001,464.51047619047625,104.83464852607707,494.0,1.0,16.0,15.0,12.857142857142858,4.517006802721088,16.0,3.0,4.0,1.0,3.809523809523809,0.3083900226757371,4.0,107.0,203.0,96.0,133.33333333333334,26.53968253968255,120.0,0.82,2.55,1.73,2.126190476190476,0.5086621315192743,2.55,1.0,2.0,1.0,1.809523809523809,0.3083900226757369,2.0,0.0,4.0,4.0,2.952380952380953,1.2154195011337867,4.0,0.0,10.0,10.0,6.190476190476191,4.716553287981859,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,15.0,10.952380952380953,6.058956916099773,16.0,0.0,1.0,1.0,0.1904761904761904,0.3083900226757369,0.0,0.0,4.0,4.0,1.9047619047619049,0.7256235827664399,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.095238095238096,0.526077097505669,2.0,22.5702380952,73.1066666667,50.5364285715,34.13107709750476,14.847843645407703,25.92,0.0,1.625,1.625,0.7843333333333333,0.337015873015873,0.799,0.0,0.0,0.0,0.0,0.0,0.0,2.0,229.0,227.0,62.71428571428572,78.80272108843536,14.0
Ag1Bi1Se2,0.34,34.0,83.0,49.0,49.5,16.75,34.0,65.0,89.0,24.0,82.25,8.625,89.0,78.96,208.9804,130.0204,118.69215,45.144125,78.96,494.0,1234.93,740.9300000000001,691.8325,271.54875000000004,494.0,11.0,16.0,5.0,14.5,1.75,16.0,4.0,6.0,2.0,4.75,0.75,4.0,120.0,148.0,28.0,133.25,13.25,120.0,1.93,2.55,0.6199999999999999,2.2625,0.2874999999999999,2.55,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.75,1.375,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,3.5,5.25,0.0,11.0,29.0,18.0,18.0,5.5,16.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,3.0,3.0,1.75,0.875,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,0.5,2.0,16.33,32.95,16.620000000000005,25.28,4.475000000000001,25.92,0.0,0.799,0.799,0.3995,0.3995,0.799,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,66.25,79.375,14.0
In0.3As0.3Ga0.7P0.7,2.05,15.0,49.0,34.0,28.4,9.38,15.0,74.0,84.0,10.0,78.80000000000001,4.500000000000001,74.0,30.973762,114.818,83.84423799999999,63.704806700000006,22.91173129,30.973762,302.91,1090.0,787.0899999999999,445.03600000000006,193.48920000000004,302.91,13.0,15.0,2.0,14.000000000000002,1.0000000000000002,13.0,3.0,5.0,2.0,3.8,0.5599999999999999,3.0,107.0,142.0,35.0,119.3,8.700000000000001,107.0,1.78,2.19,0.4099999999999999,1.994,0.1929999999999999,1.81,2.0,2.0,0.0,2.0,0.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,10.0,10.0,6.500000000000001,4.550000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,10.0,10.500000000000002,3.85,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.000000000000001,1.0000000000000002,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.000000000000001,1.0000000000000002,3.0,18.8575,24.26,5.4025,21.46495833332,1.8252208333239996,18.8575,0.0,1.625,1.625,0.5687500000000001,0.7393750000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,166.0,164.0,68.85000000000002,50.19000000000002,2.0
Na1As1Se2,1.75,11.0,34.0,23.0,28.0,8.5,34.0,2.0,89.0,87.0,66.0,32.0,89.0,22.98976928,78.96,55.97023071999999,63.95784232,20.48403652,78.96,370.87,1090.0,719.13,612.2175,238.89125,494.0,1.0,16.0,15.0,12.0,5.5,16.0,3.0,4.0,1.0,3.75,0.375,4.0,119.0,166.0,47.0,131.25,17.375,120.0,0.93,2.55,1.6199999999999997,2.0525,0.5612499999999998,2.55,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.75,1.375,4.0,0.0,10.0,10.0,7.5,3.75,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,15.0,12.0,5.5,16.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,3.0,3.0,1.75,0.875,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,0.5,2.0,22.175,29.2433333333,7.0683333333,25.814583333325,1.8197916666625007,25.92,0.0,0.799,0.799,0.3995,0.3995,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,229.0,215.0,105.75,91.75,14.0
